URL,Title,Additional Info,Price,Dealer Rating,Dealer,Seller Type,Location,Phone,Rating,Negotiable,Monthly Rate,Monthly Rate Link,Financing Link,Mileage,Power,Fuel Type,Transmission,First Registration,Vehicle Condition,Category,Model Range,Trim Line,Vehicle Number,Origin,Cubic Capacity,Drive Type,Energy Consumption,CO2 Emissions,CO2 Class,Fuel Consumption,Features,Image URLS
https://suchen.mobile.de/fahrzeuge/details.html?id=388974891&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,E W201*SSD*2.Hand*deutsches Auto*Oldtimer,"€12,500",4.9 stars,Krusche Automobile,Krusche Automobile,DE-84051 Altheim,+49 (0)... ...,No rating,Not found,from€136,https://www.mobile.de/finanzierung/route/outlink/1?adId=388974891&loanType=balloon&loanDuration=60&downPayment=2500&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A9bf59e10-fc94-11f0-a199-3d0a202c70d8,https://www.mobile.de/finanzierung/route/outlink/1?adId=388974891&loanType=balloon&loanDuration=60&downPayment=2500&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A9bf59e10-fc94-11f0-a199-3d0a202c70d8,"34,800 km",87 kW (118 hp),Petrol,Manual gearbox,06/1987,"Used vehicle, Accident-free","Saloon, Classic",,,,German edition,"1,977 ccm",Internal combustion engine,,,,,"ABS, Alloy wheels, Cargo barrier, Central locking, Electric windows, Non-smoker vehicle, Power Assisted Steering, Summer tyres, Sunroof, Tuner/radio","https://img.classistatic.de/api/v1/mo-prod/images/72/72fcf273-8102-4890-9481-d35b4b46f59a?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/e2/e2bca7ca-3d88-4499-a60c-479ef9023435?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/8c/8c4c3d9c-e72d-4621-9a3d-12ad65b7f482?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/8c/8c4c3d9c-e72d-4621-9a3d-12ad65b7f482?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/72/72fcf273-8102-4890-9481-d35b4b46f59a?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/e2/e2bca7ca-3d88-4499-a60c-479ef9023435?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/e2/e2bca7ca-3d88-4499-a60c-479ef9023435?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/8c/8c4c3d9c-e72d-4621-9a3d-12ad65b7f482?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/72/72fcf273-8102-4890-9481-d35b4b46f59a?rule=mo-1600"
https://suchen.mobile.de/fahrzeuge/details.html?id=445068323&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,"180d Ponton,1.Hand Original Papiere von damals","€14,950",4.7 stars,Automobile Maikel Derrez,Automobile Maikel Derrez,DE-41462 Neuss,+49 (0)... ...,No rating,Not found,from€162,https://www.mobile.de/finanzierung/route/outlink/1?adId=445068323&loanType=balloon&loanDuration=60&downPayment=2990&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Aa5337e20-fc94-11f0-b018-475976956d4a,https://www.mobile.de/finanzierung/route/outlink/1?adId=445068323&loanType=balloon&loanDuration=60&downPayment=2990&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Aa5337e20-fc94-11f0-b018-475976956d4a,"41,000 km",,Diesel,,03/1960,Used vehicle,Saloon,Ponton 180db,Ponton 180db,,,,Internal combustion engine,,,,,Non-smoker vehicle,"https://img.classistatic.de/api/v1/mo-prod/images/2a/2a86116c-97ab-4b23-b4a1-3574f47c2561?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/2a/2a86116c-97ab-4b23-b4a1-3574f47c2561?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/c7/c71e22e3-8f98-4067-9a76-792e14646c5f?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/ed/edf7eab0-c7c2-4f92-a405-dad7b0b9d950?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/ed/edf7eab0-c7c2-4f92-a405-dad7b0b9d950?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/c7/c71e22e3-8f98-4067-9a76-792e14646c5f?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/2a/2a86116c-97ab-4b23-b4a1-3574f47c2561?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/c7/c71e22e3-8f98-4067-9a76-792e14646c5f?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/ed/edf7eab0-c7c2-4f92-a405-dad7b0b9d950?rule=mo-1600"
https://suchen.mobile.de/fahrzeuge/details.html?id=433267418&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,e 2.0 *14TKM*TOP Zustand*Schiebedach*,"€22,890",5 stars,Autohaus Zeitlos GmbH,Autohaus Zeitlos GmbH,DE-44143 Dortmund Innenstadt Ost,+49 (0)... ...,No rating,Not found,from€199mth.,https://www.mobile.de/finanzierung/route/outlink/3?adId=433267418&loanType=balloon&loanDuration=60&downPayment=4578&channel=desktop&placement=vip-monthly-rate-link&meta=loid%3Aaea391c4-fc94-11f0-bc2a-556cd7bea1cb,https://www.mobile.de/finanzierung/route/outlink/3?adId=433267418&loanType=balloon&loanDuration=60&downPayment=4578&channel=desktop&placement=vip-monthly-rate-link&meta=loid%3Aaea391c4-fc94-11f0-bc2a-556cd7bea1cb,"14,025 km",90 kW (122 hp),"Petrol, E10-enabled",Manual gearbox,04/1991,"Used vehicle, Accident-free",Saloon,W201,190e,,German edition,"1,996 ccm",Internal combustion engine,,,,,"ABS, Alloy wheels, Central locking, New service, Power Assisted Steering, Rear wheel drive, Summer tyres, Sunroof, Tuner/radio","https://img.classistatic.de/api/v1/mo-prod/images/a9/a9f3867d-7625-4a4a-8c53-6ae0dc7ffa1d?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/f8/f89df511-37cc-45b7-99e2-15b72e5b408b?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/f8/f89df511-37cc-45b7-99e2-15b72e5b408b?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/f8/f89df511-37cc-45b7-99e2-15b72e5b408b?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/a9/a9f3867d-7625-4a4a-8c53-6ae0dc7ffa1d?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/71/7122421f-efd1-4604-a1e1-72e9085436bb?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/71/7122421f-efd1-4604-a1e1-72e9085436bb?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/71/7122421f-efd1-4604-a1e1-72e9085436bb?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/a9/a9f3867d-7625-4a4a-8c53-6ae0dc7ffa1d?rule=mo-1024"
https://suchen.mobile.de/fahrzeuge/details.html?id=436616468&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,D/2.0 52 PS/W110/HECKFLOSSE/LEDER/SCHIEBEDACH,"€22,900",4.8 stars,MBT Sportcars GmbH,MBT Sportcars GmbH,DE-80538 München,+49 (0)... ...,No rating,Not found,from€248,https://www.mobile.de/finanzierung/route/outlink/1?adId=436616468&loanType=balloon&loanDuration=60&downPayment=4580&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ab7e6a1f0-fc94-11f0-af12-e3028b8aab84,https://www.mobile.de/finanzierung/route/outlink/1?adId=436616468&loanType=balloon&loanDuration=60&downPayment=4580&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ab7e6a1f0-fc94-11f0-af12-e3028b8aab84,"26,723 km",40 kW (54 hp),Diesel,Manual gearbox,04/1964,"Used vehicle, Accident-free",Saloon,w110,Heckflosse,,,"1,974 ccm",Internal combustion engine,,,,,"Non-smoker vehicle, Tuner/radio","https://img.classistatic.de/api/v1/mo-prod/images/1d/1dd57d88-a13a-4e89-86ed-2e51fbc7fb91?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/1d/1dd57d88-a13a-4e89-86ed-2e51fbc7fb91?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/f6/f606d67e-a7a3-4824-b323-e110d05de533?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/1d/1dd57d88-a13a-4e89-86ed-2e51fbc7fb91?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/f6/f606d67e-a7a3-4824-b323-e110d05de533?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/f6/f606d67e-a7a3-4824-b323-e110d05de533?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/f7/f7650211-53dc-4bdd-a73b-0b81aab2df7c?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/f7/f7650211-53dc-4bdd-a73b-0b81aab2df7c?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/f7/f7650211-53dc-4bdd-a73b-0b81aab2df7c?rule=mo-1024"
https://suchen.mobile.de/fahrzeuge/details.html?id=443438998&action=eyeCatcher&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,1. Hand 8.800 km Oldtimer Scheckheftgepflegt,"€22,900",Not found,Not found,Private Seller,DE-49477 Ibbenbüren,Not found,No rating,Not found,from€248,https://www.mobile.de/finanzierung/route/outlink/1?adId=443438998&loanType=balloon&loanDuration=60&downPayment=4580&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ac21ec080-fc94-11f0-9404-47c2ce032531,https://www.mobile.de/finanzierung/route/outlink/1?adId=443438998&loanType=balloon&loanDuration=60&downPayment=4580&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ac21ec080-fc94-11f0-9404-47c2ce032531,"8,800 km",77 kW (105 hp),Petrol,Manual gearbox,08/1987,"Used vehicle, Accident-free",Saloon,,,,,"1,997 ccm",Internal combustion engine,,,,,"ABS, Full Service History, Immobilizer, Non-smoker vehicle","https://img.classistatic.de/api/v1/mo-prod/images/44/44a0603c-c6d0-4e57-ad1c-12a60a84a3e6?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/33/334b1fce-5aad-46ff-8c30-74a51903a421?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/a8/a84ed101-4bac-4bea-a873-15a2cc7369e5?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/44/44a0603c-c6d0-4e57-ad1c-12a60a84a3e6?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/33/334b1fce-5aad-46ff-8c30-74a51903a421?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/44/44a0603c-c6d0-4e57-ad1c-12a60a84a3e6?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/a8/a84ed101-4bac-4bea-a873-15a2cc7369e5?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/a8/a84ed101-4bac-4bea-a873-15a2cc7369e5?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/33/334b1fce-5aad-46ff-8c30-74a51903a421?rule=mo-1024"
https://suchen.mobile.de/fahrzeuge/details.html?id=445080066&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,"E 2,3 16V Replika TOP Rekons. 2025 Orig.Teile","€35,000",1 star,Christodoulidou Elena,Christodoulidou Elena,DE-80992 München,+49 (0)... ...,No rating,Not found,from€379,https://www.mobile.de/finanzierung/route/outlink/1?adId=445080066&loanType=balloon&loanDuration=60&downPayment=7000&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Acd72af50-fc94-11f0-bf33-3d95294565aa,https://www.mobile.de/finanzierung/route/outlink/1?adId=445080066&loanType=balloon&loanDuration=60&downPayment=7000&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Acd72af50-fc94-11f0-bf33-3d95294565aa,100 km,169 kW (230 hp),Petrol,Manual gearbox,07/1992,"Used vehicle, Accident-free",Saloon,W201,sport,,German edition,"2,300 ccm",Internal combustion engine,,,,,"New service, Rear wheel drive, Sport seats, Sports package, Sports suspension","https://img.classistatic.de/api/v1/mo-prod/images/44/4422b895-983d-4caf-bf43-b9c23216c8c9?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/c7/c7e82ec6-a98c-425e-9b18-0f36968ff10e?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/46/4679f582-e523-46b3-b56a-b2a1d75f6a4d?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/46/4679f582-e523-46b3-b56a-b2a1d75f6a4d?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/46/4679f582-e523-46b3-b56a-b2a1d75f6a4d?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/c7/c7e82ec6-a98c-425e-9b18-0f36968ff10e?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/c7/c7e82ec6-a98c-425e-9b18-0f36968ff10e?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/44/4422b895-983d-4caf-bf43-b9c23216c8c9?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/44/4422b895-983d-4caf-bf43-b9c23216c8c9?rule=mo-1600"
https://suchen.mobile.de/fahrzeuge/details.html?id=439848995&action=eyeCatcher&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,,"€49,000",Not found,Not found,Private Seller,DE-35630 Ehringshausen,+49 (0)160 1583000,No rating,Not found,from€530,https://www.mobile.de/finanzierung/route/outlink/1?adId=439848995&loanType=balloon&loanDuration=60&downPayment=9800&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ad7e035c0-fc94-11f0-9b51-99baadf7ecc2,https://www.mobile.de/finanzierung/route/outlink/1?adId=439848995&loanType=balloon&loanDuration=60&downPayment=9800&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ad7e035c0-fc94-11f0-9b51-99baadf7ecc2,1 km,77 kW (105 hp),Petrol,Manual gearbox,06/1957,"Used vehicle, Not roadworthy","Convertible/Roadster, Classic",,,,,"1,900 ccm",Internal combustion engine,,,,,"Rear wheel drive, Traction control","https://img.classistatic.de/api/v1/mo-prod/images/88/88d5c767-6985-471c-95a8-4090b29bc092?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/25/25d2cd5d-de54-482a-9629-499520087141?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/88/88d5c767-6985-471c-95a8-4090b29bc092?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/93/93d9d81e-ca8a-4111-9086-f295b9639d2c?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/88/88d5c767-6985-471c-95a8-4090b29bc092?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/25/25d2cd5d-de54-482a-9629-499520087141?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/93/93d9d81e-ca8a-4111-9086-f295b9639d2c?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/93/93d9d81e-ca8a-4111-9086-f295b9639d2c?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/25/25d2cd5d-de54-482a-9629-499520087141?rule=mo-1024"
https://suchen.mobile.de/fahrzeuge/details.html?id=428006195&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,1.8 E,"€16,700",1 star,Autohaus Kasselmann/TK Classics,Autohaus Kasselmann/TK Classics,DE-33100 Paderborn,+49 (0)... ...,No rating,Not found,from€181,https://www.mobile.de/finanzierung/route/outlink/1?adId=428006195&loanType=balloon&loanDuration=60&downPayment=3340&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Acf002d20-fc94-11f0-8007-31cda11639ba,https://www.mobile.de/finanzierung/route/outlink/1?adId=428006195&loanType=balloon&loanDuration=60&downPayment=3340&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Acf002d20-fc94-11f0-8007-31cda11639ba,"48,600 km",80 kW (109 hp),Petrol,Manual gearbox,10/1990,"Used vehicle, Accident-free","Saloon, Classic",,,210-581943,,"1,797 ccm",Internal combustion engine,,,,,"Electric side mirror, Fog lamps, Power Assisted Steering, Steel wheels, Tuner/radio","https://img.classistatic.de/api/v1/mo-prod/images/3e/3ece84c2-b578-4160-94a4-5415ef115fc2?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/3e/3ece84c2-b578-4160-94a4-5415ef115fc2?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/f8/f8d904aa-9e30-4016-865b-06bc17aa45e8?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/f8/f8d904aa-9e30-4016-865b-06bc17aa45e8?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/12/128d1fd9-b0fe-4b60-b35f-bc7605515977?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/3e/3ece84c2-b578-4160-94a4-5415ef115fc2?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/12/128d1fd9-b0fe-4b60-b35f-bc7605515977?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/12/128d1fd9-b0fe-4b60-b35f-bc7605515977?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/f8/f8d904aa-9e30-4016-865b-06bc17aa45e8?rule=mo-1600"
https://suchen.mobile.de/fahrzeuge/details.html?id=445528513&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,// EVO3 // 2.3 16v,"€18,000",Not found,Not found,Private Seller,LU-1350 Lommedalen,+47 45 44 71 60,No rating,Negotiable,from€195,https://www.mobile.de/finanzierung/route/outlink/1?adId=445528513&loanType=balloon&loanDuration=60&downPayment=3600&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ae7a8e3d0-fc94-11f0-92ed-0bc7620ba9ec,https://www.mobile.de/finanzierung/route/outlink/1?adId=445528513&loanType=balloon&loanDuration=60&downPayment=3600&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3Ae7a8e3d0-fc94-11f0-92ed-0bc7620ba9ec,"50,000 km",136 kW (185 hp),Petrol,Manual gearbox,01/1988,"Used vehicle, Accident-free, Not roadworthy",Saloon,,,,,23 ccm,Internal combustion engine,,,,,"Alloy wheels, Rear wheel drive, Summer tyres","https://img.classistatic.de/api/v1/mo-prod/images/eb/ebabacd0-0bcf-4423-9b19-f50fc2f54bcf?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/eb/ebabacd0-0bcf-4423-9b19-f50fc2f54bcf?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/7e/7e6b7cd6-a847-4717-959e-532864758928?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/68/689f6d01-c2ac-4447-bf7a-560db453b0d6?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/68/689f6d01-c2ac-4447-bf7a-560db453b0d6?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/68/689f6d01-c2ac-4447-bf7a-560db453b0d6?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/eb/ebabacd0-0bcf-4423-9b19-f50fc2f54bcf?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/7e/7e6b7cd6-a847-4717-959e-532864758928?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/7e/7e6b7cd6-a847-4717-959e-532864758928?rule=mo-1024"
https://suchen.mobile.de/fahrzeuge/details.html?id=444729829&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,015234664527,"€5,000",Not found,Not found,Private Seller,DE-79787 Lauchringen,Not found,No rating,Not found,from€55,https://www.mobile.de/finanzierung/route/outlink/1?adId=444729829&loanType=balloon&loanDuration=60&downPayment=1000&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A018bc830-fc95-11f0-87ad-6962950da07e,https://www.mobile.de/finanzierung/route/outlink/1?adId=444729829&loanType=balloon&loanDuration=60&downPayment=1000&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A018bc830-fc95-11f0-87ad-6962950da07e,"11,000 km",,Petrol,Automatic,11/2002,Used vehicle,Small Car,,,,,,Internal combustion engine,,,,,Bluetooth,"https://img.classistatic.de/api/v1/mo-prod/images/c3/c389ebf4-1095-40ff-a663-b09b5c52a4ce?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/61/610548bd-5dde-4585-b805-7d0385359e64?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/c3/c389ebf4-1095-40ff-a663-b09b5c52a4ce?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/61/610548bd-5dde-4585-b805-7d0385359e64?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/15/1584e726-a251-4c22-82b2-0c426b7e8483?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/15/1584e726-a251-4c22-82b2-0c426b7e8483?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/61/610548bd-5dde-4585-b805-7d0385359e64?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/c3/c389ebf4-1095-40ff-a663-b09b5c52a4ce?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/15/1584e726-a251-4c22-82b2-0c426b7e8483?rule=mo-1600"
https://suchen.mobile.de/fahrzeuge/details.html?id=446173338&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,,"€12,500",Not found,Not found,Private Seller,PL-27-200 Starachowice,Not found,No rating,Not found,from€136,https://www.mobile.de/finanzierung/route/outlink/1?adId=446173338&loanType=balloon&loanDuration=60&downPayment=2500&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A0b5f3180-fc95-11f0-b69a-950c138bbbf2,https://www.mobile.de/finanzierung/route/outlink/1?adId=446173338&loanType=balloon&loanDuration=60&downPayment=2500&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A0b5f3180-fc95-11f0-b69a-950c138bbbf2,"47,000 km",118 kW (160 hp),Petrol,Manual gearbox,06/1988,Used vehicle,Saloon,,,,,"2,600 ccm",Internal combustion engine,,,,,"ABS, Alloy wheels, Leather steering wheel, Power Assisted Steering, Rear wheel drive, Sports package, Sunroof, Tuner/radio","https://img.classistatic.de/api/v1/mo-prod/images/bb/bb4ce934-befc-407b-aa6b-44e98dceb40d?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/d4/d4ddc3a5-429b-4f9f-a5d3-756a56d22ef6?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/bb/bb4ce934-befc-407b-aa6b-44e98dceb40d?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/2e/2e130afd-ce3a-4b6a-bade-78c0d310e08a?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/2e/2e130afd-ce3a-4b6a-bade-78c0d310e08a?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/d4/d4ddc3a5-429b-4f9f-a5d3-756a56d22ef6?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/d4/d4ddc3a5-429b-4f9f-a5d3-756a56d22ef6?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/bb/bb4ce934-befc-407b-aa6b-44e98dceb40d?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/2e/2e130afd-ce3a-4b6a-bade-78c0d310e08a?rule=mo-360"
https://suchen.mobile.de/fahrzeuge/details.html?id=444849565&dam=false&isSearchRequest=true&ml=%3A50000&ms=17200%3B126%3B%3B&od=up&ref=srp&refId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&s=Car&sb=rel&searchId=81aea8a5-5dd9-209b-6be8-1757f701e0e0&vc=Car,Mercedes-Benz 190,Mercedes 190,"€29,999",Not found,Not found,Private Seller,DE-83071 Stephanskirchen,Not found,No rating,Not found,from€325,https://www.mobile.de/finanzierung/route/outlink/1?adId=444849565&loanType=balloon&loanDuration=60&downPayment=5999&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A14ff7ce0-fc95-11f0-831c-17157cf7c996,https://www.mobile.de/finanzierung/route/outlink/1?adId=444849565&loanType=balloon&loanDuration=60&downPayment=5999&channel=desktop&placement=vip-monthly-rate-box&meta=loid%3A14ff7ce0-fc95-11f0-831c-17157cf7c996,"35,000 km",55 kW (75 hp),Petrol,Manual gearbox,05/1956,Used vehicle,Saloon,,,,,,Internal combustion engine,,,,,,"https://img.classistatic.de/api/v1/mo-prod/images/c4/c49cb7c5-f047-4402-b85f-c06599c99cd3?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/56/563a2e8e-4ec5-460b-9278-74b127e3770c?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/56/563a2e8e-4ec5-460b-9278-74b127e3770c?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/c4/c49cb7c5-f047-4402-b85f-c06599c99cd3?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/5d/5d991669-6e00-48d7-8ece-cebcb82b8916?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/5d/5d991669-6e00-48d7-8ece-cebcb82b8916?rule=mo-360, https://img.classistatic.de/api/v1/mo-prod/images/c4/c49cb7c5-f047-4402-b85f-c06599c99cd3?rule=mo-1024, https://img.classistatic.de/api/v1/mo-prod/images/56/563a2e8e-4ec5-460b-9278-74b127e3770c?rule=mo-1600, https://img.classistatic.de/api/v1/mo-prod/images/5d/5d991669-6e00-48d7-8ece-cebcb82b8916?rule=mo-1024"
